1989,4,25,0,45,30,0
1989,4,25,0,52,0,0
1989,4,25,0,52,30,0
1989,4,25,0,53,0,0
1989,4,25,1,4,30,0
1989,4,25,1,5,30,0
1989,4,25,1,10,30,0
1989,4,25,1,14,0,0
1989,4,25,1,14,30,0
1989,4,25,1,15,30,0
1989,4,25,1,18,0,0
1989,4,25,1,20,30,0
1989,4,25,1,21,30,0
1989,4,25,1,22,0,0
1989,4,25,1,22,30,0
1989,4,25,1,23,0,0
1989,4,25,1,28,0,0
1989,4,25,1,28,30,0
1989,4,25,2,7,0,0
1989,4,25,2,8,0,0
1989,4,25,2,9,30,0
1989,4,25,2,12,0,0
1989,4,25,2,30,0,0
1989,4,25,2,34,0,0
1989,4,25,2,36,30,0
1989,4,25,2,38,0,0
1989,4,25,2,38,30,0
1989,4,25,2,54,0,0
1989,4,25,2,54,30,0
1989,4,25,2,55,0,0
1989,4,25,2,59,0,0
1989,4,25,3,1,30,0
1989,4,25,3,18,0,0
1989,4,25,3,19,0,0
1989,4,25,3,19,30,0
1989,4,25,3,23,0,0
1989,4,25,3,23,30,0
1989,4,25,3,24,30,0
1989,4,25,3,25,0,0
1989,4,25,3,28,0,0
1989,4,25,3,42,30,0
1989,4,25,3,43,0,0
1989,4,25,3,46,30,0
1989,4,25,4,1,0,0
1989,4,25,4,1,30,0
1989,4,25,4,2,0,0
1989,4,25,4,2,30,0
1989,4,25,4,7,30,0
1989,4,25,4,8,0,0
1989,4,25,4,14,30,0
1989,4,25,4,15,0,0
1989,4,25,4,15,30,0
1989,4,25,4,16,0,0
1989,4,25,4,16,30,0
1989,4,25,4,21,30,0
1989,4,25,4,25,0,0
1989,4,25,4,26,0,0
1989,4,25,4,26,30,0
1989,4,25,4,35,0,0
1989,4,25,4,37,0,0
1989,4,25,4,38,0,0
1989,4,25,4,38,30,0
1989,4,25,5,6,0,0
1989,4,25,5,17,30,0
1989,4,25,5,19,0,0
1989,4,25,5,35,30,0
1989,4,25,5,36,0,0
1989,4,25,5,36,30,0
1989,4,25,5,38,0,0
1989,4,25,5,40,0,0
1989,4,25,5,41,0,0
1989,4,25,5,42,0,0
1989,4,25,5,42,30,0
1989,4,25,5,43,0,0
1989,4,25,5,43,30,0
1989,4,25,5,44,0,0
1989,4,25,5,46,0,0
1989,4,25,5,49,30,0
1989,4,25,5,50,0,0
1989,4,25,5,52,0,0
