1989,4,25,0,52,0,0
1989,4,25,0,52,30,0
1989,4,25,0,53,0,0
1989,4,25,0,55,30,0
1989,4,25,0,56,0,0
1989,4,25,0,57,0,0
1989,4,25,0,58,0,0
1989,4,25,0,58,30,0
1989,4,25,1,0,30,0
1989,4,25,1,1,0,0
1989,4,25,1,3,30,0
1989,4,25,1,4,30,0
1989,4,25,1,5,30,0
1989,4,25,1,7,30,0
1989,4,25,1,8,0,0
1989,4,25,1,8,30,0
1989,4,25,1,14,0,0
1989,4,25,1,14,30,0
1989,4,25,1,15,30,0
1989,4,25,1,17,30,0
1989,4,25,1,20,30,0
1989,4,25,1,21,30,0
1989,4,25,1,22,0,0
1989,4,25,1,22,30,0
1989,4,25,1,23,0,0
1989,4,25,1,25,0,0
1989,4,25,1,27,30,0
1989,4,25,1,28,0,0
1989,4,25,1,28,30,0
1989,4,25,1,29,30,0
1989,4,25,1,30,0,0
1989,4,25,1,31,30,0
1989,4,25,2,3,30,0
1989,4,25,2,7,0,0
1989,4,25,2,8,0,0
1989,4,25,2,9,30,0
1989,4,25,2,12,0,0
1989,4,25,2,12,30,0
1989,4,25,2,34,0,0
1989,4,25,2,34,30,0
1989,4,25,2,54,0,0
1989,4,25,2,54,30,0
1989,4,25,2,55,0,0
1989,4,25,2,56,0,0
1989,4,25,2,56,30,0
1989,4,25,2,57,0,0
1989,4,25,2,57,30,0
1989,4,25,2,58,0,0
1989,4,25,2,58,30,0
1989,4,25,2,59,0,0
1989,4,25,3,1,30,0
1989,4,25,3,2,30,0
1989,4,25,3,4,0,0
1989,4,25,3,5,0,0
1989,4,25,3,5,30,0
1989,4,25,3,6,0,0
1989,4,25,3,7,0,0
1989,4,25,3,8,0,0
1989,4,25,3,11,0,0
1989,4,25,3,12,0,0
1989,4,25,3,12,30,0
1989,4,25,3,13,0,0
1989,4,25,4,7,30,0
1989,4,25,4,8,0,0
1989,4,25,4,14,30,0
1989,4,25,4,15,0,0
1989,4,25,4,15,30,0
1989,4,25,4,16,0,0
1989,4,25,4,16,30,0
1989,4,25,4,19,30,0
1989,4,25,4,21,0,0
1989,4,25,4,21,30,0
1989,4,25,4,25,0,0
1989,4,25,4,26,0,0
1989,4,25,4,27,0,0
1989,4,25,4,30,0,0
1989,4,25,4,31,0,0
1989,4,25,4,32,0,0
1989,4,25,4,33,0,0
1989,4,25,4,35,0,0
1989,4,25,4,37,0,0
1989,4,25,4,37,30,0
1989,4,25,5,35,30,0
1989,4,25,5,36,0,0
1989,4,25,5,36,30,0
1989,4,25,5,38,0,0
1989,4,25,5,40,0,0
1989,4,25,5,41,0,0
1989,4,25,5,42,0,0
1989,4,25,5,42,30,0
1989,4,25,5,43,0,0
1989,4,25,5,43,30,0
1989,4,25,5,44,0,0
1989,4,25,5,46,0,0
1989,4,25,5,49,30,0
1989,4,25,5,50,0,0
