1989,4,25,0,52,0,0
1989,4,25,0,52,30,0
1989,4,25,0,53,0,0
1989,4,25,0,56,0,0
1989,4,25,0,57,0,0
1989,4,25,0,58,0,0
1989,4,25,0,58,30,0
1989,4,25,1,0,30,0
1989,4,25,1,1,0,0
1989,4,25,1,3,0,0
1989,4,25,1,7,30,0
1989,4,25,1,8,0,0
1989,4,25,1,8,30,0
1989,4,25,1,10,30,0
1989,4,25,1,25,0,0
1989,4,25,1,27,30,0
1989,4,25,1,29,30,0
1989,4,25,1,30,0,0
1989,4,25,1,31,30,0
1989,4,25,2,3,0,0
1989,4,25,2,56,0,0
1989,4,25,2,56,30,0
1989,4,25,2,57,0,0
1989,4,25,2,57,30,0
1989,4,25,2,58,0,0
1989,4,25,2,58,30,0
1989,4,25,3,2,30,0
1989,4,25,3,4,0,0
1989,4,25,3,5,0,0
1989,4,25,3,5,30,0
1989,4,25,3,6,0,0
1989,4,25,3,7,0,0
1989,4,25,3,8,0,0
1989,4,25,3,11,0,0
1989,4,25,3,12,0,0
1989,4,25,3,12,30,0
1989,4,25,3,13,0,0
1989,4,25,3,17,30,0
1989,4,25,4,19,30,0
1989,4,25,4,21,0,0
1989,4,25,4,26,30,0
1989,4,25,4,27,30,0
1989,4,25,4,30,0,0
1989,4,25,4,31,0,0
1989,4,25,4,32,0,0
1989,4,25,4,33,0,0
1989,4,25,4,37,30,0
1989,4,25,4,38,0,0
